,Textstelle,Metapher?,Fokus,Rahmen,Annotator,Filename
80," Dazu gehört nicht blos die Verbrecherwelt, welche sich im offenen oder heimlichen Kampfe gegen das bestehende Recht befindet; es gehören dazu einerseits auch alle diejenigen, welche an ererbten Vorrechten festhalten und nicht dulden wollen, daß dieselben aus Gründen der ausgleichenden Gerechtigkeit verkürzt werden, andererseits diejenigen welche nicht auf Verbesserung, sondern auf den Umsturz des bestehenden Rechts hinarbeiten, um besserung, sondern auf den Umsturz des bestehenden Rechts hinarbeiten, um es sodann durch einen vermeintlichen Idealzustand zu ersetzen.",Metaphernkandidat,,,GoldStandard,Matzat_Stufe2_Vergleich.tsv
81," So ist die große Weltscharfrichterin Auslese auch im Leben der Staaten fortwährend tätig, um extreme, schlecht angepaßte, unausgeglichene staatsrechtliche Verhältnisse zu beseitigen, so daß nur mittlere, besser angepaßte, rechtliche Verhältnisse zu beseitigen, so daß nur mittlere, besser angepaßte, ausgeglichene übrig bleiben.",Metapher,,,GoldStandard,Matzat_Stufe2_Vergleich.tsv
82," Erst nach dem Auftreten Luthers gewannen die meisten der jungen germanischen Staaten, in Deutschland wie im übrigen Europa, den Mut und die Kraft, sich den Fangarmen und Saugnäpfen dieses Riesenorganismus zu entreißen und die Stücke desselben, welche innerhalb ihrer Grenzen nismus zu entreißen und die Stücke desselben, welche innerhalb ihrer Grenzen lagen, zu eigenen Landeskirchen umzuformen.",Metapher,,,GoldStandard,Matzat_Stufe2_Vergleich.tsv
83," So ist denn die innere politische Geschichte des römischen Kaiserreichs der ersten christlichen Jahrhunderte die Geschichte eines langsamen inneren Verfaulens, bis es in der ungeheuren Krisis von 235—285 völlig zusammenbricht. sammenbricht.",Metaphernkandidat,,,GoldStandard,Matzat_Stufe2_Vergleich.tsv
84," »Zu Grunde gegangen ist«, so urteilt Mommsen2), »wie der Römerstaat des Prinzipats, so auch der restaurierte Diocletians . . . nicht durch die Barbaren, sondern an innerer Fäulnis.«",Metaphernkandidat,,,GoldStandard,Matzat_Stufe2_Vergleich.tsv
85," Die Folge davon war schließlich eine vollständige Aushöhlung der weltlichen Gemeinwesen durch das geistliche, eine vollständige Vernichtung alles weltlichen Rechtes durch das kirchliche Recht.",Metaphernkandidat,,,GoldStandard,Matzat_Stufe2_Vergleich.tsv
86," Und noch waren nicht hundert Jahre vergangen, da war der Segenswunsch des sterbenden Löwen erfüllt: da war Berlin die Hauptstadt des neuen deutschen Reiches.",Metaphernkandidat,,,GoldStandard,Matzat_Stufe2_Vergleich.tsv
87," Ob es Frankreich und Italien gelingen wird die Fesseln der römischen Kirche zu sprengen reich und Italien gelingen wird die Fesseln der römischen Kirche zu sprengen und alsdann den Vorsprung, den die protestantischen Staaten auch vor ihnen bereits gewonnen haben, noch einzuholen, muß die Zukunft lehren.",Metaphernkandidat,,,GoldStandard,Matzat_Stufe2_Vergleich.tsv
88," Die Kirche muß, je vollständiger sie sich als solche vollendet, desto mehr eine Fessel des von ihr selbst groß gezogenen christlichen Lebens werden, und indem sie demzufolge sich mit diesem je länger desto ernstlicher überwirft, muß sie nach und nach wieder in sich selbst zerfallen.",Metaphernkandidat,,,GoldStandard,Matzat_Stufe2_Vergleich.tsv
89," Jeden Morgen drängen sich uns neue Beweise dafür auf, wie durch den ganzen Staatskörper hindurch immer weitere Kreise ziehende Wellenbewegungen von Ursachen und Wirkungen sich ausbreiten, die so verwickelter Natur sind, daß selbst der schärfte Verstand ihre gesammten Folgen nimmermehr zu überschauen vermöchte. ",Metaphernkandidat,,,GoldStandard,Matzat_Stufe2_Vergleich.tsv
90," Aber auch von diesem Extrem abgesehen, werden in der neueren Zeit dem Staate wieder ungleich höhere Aufgaben vindiziert. Die Freihandelsrichtung hatte ihre hohe Bedeutung, ja sie war ihrer ersten Zeit unerläßlich, um mit dem Wust mittelalterlicher Schranken, der Knechtung der unteren Klassen und den polizeilichen Beschränkungen der individuellen Freiheit aufzuräumen. ",Metaphernkandidat,,,GoldStandard,Matzat_Stufe2_Vergleich.tsv
91," Wie stark waren doch die alten Landrechte des späteren Mittelalters, meist nur Kodifikationen bestehenden Rechtes, durch eine Flut landesherrlicher Verordnungen überholt worden, die mit und ohne Bitten oder Rat der Landstände neues Recht schufen! ",Metaphernkandidat,,,GoldStandard,Matzat_Stufe2_Vergleich.tsv
92," Den Frieden aber hat der Staat geschaffen; und darum ist der Staat, das letzte und bisher höchste Naturprodukt, welches wir kennen, nicht, wie blöder Unverstand glaubt, das Grab, sondern die Wiege der Freiheit.",Metapher,,,GoldStandard,Matzat_Stufe2_Vergleich.tsv
93," Staaten hat es keineswegs, wie Viele behaupten, seit undenklichen Zeiten gegeben; der Staat ist vielmehr ein sehr junges Gebilde.",Metaphernkandidat,,,GoldStandard,Matzat_Stufe2_Vergleich.tsv
94," Ein anderer christlicher, nicht weniger verrückter Begriff hat sich noch weit tiefer ins Fleisch der Modernität vererbt: der Begriff von der »Gleichheit der Seelen vor Gott.«",Metapher,,,GoldStandard,Matzat_Stufe2_Vergleich.tsv
95," Alles stand bei ihnen auf einer Fläche, alles war in ein Gewebe gewoben, das Gute und Heilige nur ein Einschlag in einen breiten irdischen Zettel.",Metapher,,,GoldStandard,Matzat_Stufe2_Vergleich.tsv
96, Sie hatten aus der Religion ein irdisches Gewerbe gemacht — es gab nichts Abscheulicheres.« scheulicheres.«,Metaphernkandidat,,,GoldStandard,Matzat_Stufe2_Vergleich.tsv
97," Das verträgt sich eben nicht zusammen: sie haben leider noch sehr viel anderes daneben, was die Demut nur allzuleicht und allzusehr überwuchert.",Metaphernkandidat,,,GoldStandard,Matzat_Stufe2_Vergleich.tsv
98," Der Wert unserer modernen Umwälzungen wäre in der Tat ein sehr problematischer, wenn sie allein jene Kraft beeinflußte, welche positiv schöpferisch nur zu Gunsten einer unbedingten Staatseinheit, bezüglich aller anderen Organismen aber lediglich auflösend und negierend wirkt, aus deren einseitiger Vollendung daher die Zentralisation und Mechanisierung des Staates und die Atomisierung des Volkes unausbleiblich sation und Mechanisierung des Staates und die Atomisierung des Volkes unausbleiblich hervorgehen müßte.",Metaphernkandidat,,,GoldStandard,Matzat_Stufe2_Vergleich.tsv
99," Daß dem nicht so ist, verdanken wir dem neu erwachten Assoziationsgeist. Er, indem er von unten auf alle öffentlichen Verbände mit einem selbständigen geist. Er, indem er von unten auf alle öffentlichen Verbände mit einem selbständigen Gemeinleben zu erfüllen strebt, indem er aber gleichzeitig die Atome, in welche das Volk sich zu lösen droht, in zahllose Neuverbindungen von organischer Struktur und eigener Lebenskraft zusammenschließt, ist daher das eigentlich positive, gestaltgebende Prinzip der neuen Epoche, welche für die deutsche Rechts- und Verfassungsentwickelung in unserem Jahrhundert angebrochen ist.",Metaphernkandidat,,,GoldStandard,Matzat_Stufe2_Vergleich.tsv
100," Unter der vertrocknenden Wirkung des Zweifels, und ohne daß vielleicht das Verbrechen häufiger und die Tugend seltener geworden wäre, ist die französische Moralität in brechen häufiger und die Tugend seltener geworden wäre, ist die französische Moralität in ihrem Innersten zerstört. Nichts hält mehr Stich, das Ausreißen ist vollständig.",Metapher,,,GoldStandard,Matzat_Stufe2_Vergleich.tsv
101," Wenn es dem Verfasser gelungen ist, ein gesichertes Fundament und die ersten Pfeiler für die Lösung der hier zur Bearbeitung gestellten Aufgabe zu legen, so ist seine Absicht erreicht; den vollendeten Bau wird gabe zu legen, so ist seine Absicht erreicht; den vollendeten Bau wird nach seiner Überzeugung erst eine spätere Generation errichten können, wenn die heutigen fragmentarischen und unfertigen Hypothesen über die Beziehungen zwischen den anthropologischen Eigentümlichkeiten der Völker und ihrer geschichtlichen Bedeutung zu wissenschaftlich gesicherten Ergebnissen geworden schichtlichen Bedeutung zu wissenschaftlich gesicherten Ergebnissen geworden sein werden.",Metapher,ein gesichertes Fundament und die ersten Pfeiler zu legen/den vollendeten Bau errichten,die Lösung der hier zur Bearbeitung gestellten Aufgabe,GoldStandard,Ruppin_Stufe2_gemeinsame Ergebnisse_positive Fälle_Einigkeit.tsv
102," Man kann vielmehr in das Getriebe des gesellschaftlichen Lebens nur dann mit der Leuchte der Wissenschaft hineinkommen, schaftlichen Lebens nur dann mit der Leuchte der Wissenschaft hineinkommen, wenn man die teleologische, d. h. die Erscheinungen unter dem Gesichtspunkte von Mittel und Zweck ordnende Betrachtungsweise zu Hilfe nimmt. punkte von Mittel und Zweck ordnende Betrachtungsweise zu Hilfe nimmt.",Metapher,Getriebe,des gesellschaftlichen Lebens,GoldStandard,Ruppin_Stufe2_gemeinsame Ergebnisse_positive Fälle_Einigkeit.tsv
103," Wohlfahrt hätte, wäre ein absurdum. Dies kommt uns nur deshalb nicht so leicht zum Bewußtsein, weil des Menschen Interessen heute fast die ganze Außenwelt lückenlos umspannen und kaum noch ein Gebiet vorhanden ist, das nicht zum Menschen in mittelbarer oder unmittelbarer Beziehung steht.",Metapher,fast die ganze Außenwelt lückenlos umspannen,des Menschen Interessen,GoldStandard,Ruppin_Stufe2_gemeinsame Ergebnisse_positive Fälle_Einigkeit.tsv
104," Die ganze Außenwelt gruppiert sich konzentrisch um den Menschen in der Weise, daß diejenigen Gebiete, die zur menschlichen Wohlfahrt die engste Beziehung haben, dem Menschen am nächsten stehen und vom Lichte seiner Vernunft am intensivsten beleuchtet werden, während das Licht nach außen zu immer schwächer wird und die entferntesten Gebiete beinah ganz im Dunklen bleiben.",Metapher,Vom Lichte seiner Vernunft am intensivsten beleuchtet werden,Gebiete,GoldStandard,Ruppin_Stufe2_gemeinsame Ergebnisse_positive Fälle_Einigkeit.tsv
105," Der Mensch hat zwar theoretisch gelernt sich als einen Zweig wie tausend andere Zweige am Stamme der organischen Welt zu betrachten und sich eine verhältnismäßig bescheidene Rolle im Kosmos anzuweisen. Aber praktisch stellt er sich in den Mittelpunkt der Welt zuweisen. Aber praktisch stellt er sich in den Mittelpunkt der Welt und beurteilt und wertet alle Erscheinungen nur nach dem Nutzen, den sie dem Menschen bringen.",Metapher,der organischen Welt,Zweige am Stamme,GoldStandard,Ruppin_Stufe2_gemeinsame Ergebnisse_positive Fälle_Einigkeit.tsv
106," Er leuchtet nur in diejenigen Erscheinungen mit dem Lichte seiner Vernunft hinein, von deren Kenntnis er Förderung der menschlichen Wohlfahrt erwartet.",Metapher,mit dem Lichte,seiner Vernunft,GoldStandard,Ruppin_Stufe2_gemeinsame Ergebnisse_positive Fälle_Einigkeit.tsv
107," In dieser Form finden wir Eheverbote bei den Römern und Juden, und sie sind dann von hier aus besonders durch die christliche Kirche überallhin verpflanzt worden, sodaß jetzt neben den Eheverboten für Angehörige verschiedener Generationen daß jetzt neben den Eheverboten für Angehörige verschiedener Generationen (Eltern und Kinder, Oheim und Neffe, Tante und Nichte) auch Eheverbote für Seitenverwandte bestehen, die derselben Generation angehören.",Metapher,verpflanzt,Eheverbot,GoldStandard,Ruppin_Stufe2_gemeinsame Ergebnisse_positive Fälle_Einigkeit.tsv
108," Als vierten Trieb möchten wir das Kausalitätsbedürfnis nennen, das den Menschen antreibt die Ursachen der Erscheinungen zu erforschen und ihn befähigt hat, in die Werkstatt der Natur einzudringen.",Metapher,Werkstatt,der Natur,GoldStandard,Ruppin_Stufe2_gemeinsame Ergebnisse_positive Fälle_Einigkeit.tsv
109," Die Religion hat ihre größte Macht auf den niedersten Kulturstufen, weil hier das ganze gesellschaftliche Leben von der Religion durchtränkt ist.",Metapher,von der Religion durchtränkt ist,das ganze gesellschaftliche Leben,GoldStandard,Ruppin_Stufe2_gemeinsame Ergebnisse_positive Fälle_Einigkeit.tsv
110," In demselben Moment, in dem die wissenschaftliche Erkenntnis der Natur den Erscheinungen den Zauber der Dunkelheit nimmt kenntnis der Natur den Erscheinungen den Zauber der Dunkelheit nimmt und sie uns auf natürliche Weise begreiflich macht, hört diese Erscheinung auf, ein religiöses Objekt zu sein.",Metapher,den Zauber der Dunkelheit,die wissenschaftliche Erkenntnis der Natur den Erscheinungen ,GoldStandard,Ruppin_Stufe2_gemeinsame Ergebnisse_positive Fälle_Einigkeit.tsv
111," Die Religion hat in diesem Kampfe viel Terrain verloren, aber es scheint, als ob die Eroberungen der Wissenschaft noch nicht abgeschlossen sind.",Metapher,die Eroberungen,der Wissenschaft,GoldStandard,Ruppin_Stufe2_gemeinsame Ergebnisse_positive Fälle_Einigkeit.tsv
112," Will die Gesellschaft die natürliche Auslese befördern, so muß sie auch ihr alleiniges Ziel, die Vernichtung der schwachen Individuen, befördern wollen, weil die natürliche Auslese nur dieses einzige Ziel viduen, befördern wollen, weil die natürliche Auslese nur dieses einzige Ziel hat und sich in den Dienst keines anderen Zieles spannen läßt.",Metapher,in den Dienst spannen läßt,keines anderen Zieles,GoldStandard,Ruppin_Stufe2_gemeinsame Ergebnisse_positive Fälle_Einigkeit.tsv
113," Wir sind hiermit insoweit ganz einverstanden, als wir zugeben, daß die organischen Gebilde durch die Macht der natürlichen Auslese, welche alles unzweckmäßige ausjätet, sicherlich so zweckmäßig als möglich organisiert sind.",Metapher,ausjätet,die natürliche Auslese,GoldStandard,Ruppin_Stufe2_gemeinsame Ergebnisse_positive Fälle_Einigkeit.tsv
114," Steigt man aber aus der Welt des Gedankens in die Welt der Wirklichkeit hinab, so ergibt sich sofort, daß Gesellschaft und Staat Blut und Leben nur erhalten durch die in ihnen lebenden Menschen, daß diese Menschen die Träger alles Fortschritts sind und alle Ziele und Ideale blasse Schemen bleiben, wenn sie nicht dem Wesen dieser Menschen, ihren Trieben und ihrer Fassungsgabe, kurz ihren physischen und psychischen Eigenschaften angepaßt sind. gepaßt sind.",Metapher,,,GoldStandard,Ruppin_Stufe2_gemeinsame Ergebnisse_positive Fälle_Einigkeit.tsv
115," »Es ist nun noch daran zu erinnern, daß vermöge der Gesetze der Vererbung und der Amphimixis (d. i. innern, daß vermöge der Gesetze der Vererbung und der Amphimixis (d. i. der Verschmelzung der väterlichen und mütterlichen Keimzelle bei der geschlechtlichen Fortpflanzung) in jedem Kinde der nämlichen Eltern wieder schlechtlichen Fortpflanzung) in jedem Kinde der nämlichen Eltern wieder neue Kombinationen entstehen und dadurch eine fast unerschöpfliche Musterkarte für die natürliche Auslese dargeboten wird. karte für die natürliche Auslese dargeboten wird.",Metapher,eine fast unerschöpfliche Musterkarte,für die natürliche Auslese,GoldStandard,Ruppin_Stufe2_gemeinsame Ergebnisse_positive Fälle_Einigkeit.tsv
116," So wäre es denn nicht die Tatsache der Blutsverwandtschaft an sich, welche für die Nachkommenschaft eine ungünstige verwandtschaft an sich, welche für die Nachkommenschaft eine ungünstige Prognose bietet, sondern die Blutsverwandtschaft wird erst schädlich, wenn sie in einer mangelhaften Konstitution des Vaters und der Mutter einen geeigneten Boden findet.",Metapher,einen geeigneten Boden vorfinden,in einer mangelhaften Konstitution des Vaters und der Mutter,GoldStandard,Ruppin_Stufe2_gemeinsame Ergebnisse_positive Fälle_Einigkeit.tsv
117," In dem Moment, wo sperma und ovum im Uterus der Mutter zu einer Zelle verschmelzen, ist »die Statue gegossen,« sagt Hegar1), »und was noch weiter geschieht, ist nur eine feinere Ausarbeitung und Ziselierung.",Metapher,ist die Statue gegossen,zu einer Zelle verschmelzen,GoldStandard,Ruppin_Stufe2_gemeinsame Ergebnisse_positive Fälle_Einigkeit.tsv
118," Die Schulen sind aber für diese Masse, nicht für das einsame Genie, das sich übrigens seinen Weg auch ohne Schule und gegen die Schule bricht.",Metapher,bricht,seinen Weg,GoldStandard,Ruppin_Stufe2_gemeinsame Ergebnisse_positive Fälle_Einigkeit.tsv
119," Wenn man etwa befürchtet, daß dann in den Schulen schon die Kinder mit gewissen den Regierenden genehmen Anschauungen vollgepfropft würden, so ist zu sagen, daß Mißbrauch mit jeder noch so vernünftigen Maßregel getrieben werden kann.",Metapher,vollgepropft,mit Anschauungen,GoldStandard,Ruppin_Stufe2_gemeinsame Ergebnisse_positive Fälle_Einigkeit.tsv
120," Dies ist jedoch ein Mißverständnis, da das Leben unzivilisierter Völker nach allen Richtungen hin verständnis, da das Leben unzivilisierter Völker nach allen Richtungen hin durch die Schranken des Herkommens gefesselt ist.«",Metapher,durch die Schranken gefesselt,des Herkommens,GoldStandard,Ruppin_Stufe2_gemeinsame Ergebnisse_positive Fälle_Einigkeit.tsv
