sentence1	sentence2	Which one is more metaphoric?
Daß wir unsere Überzeugung verleugnen sollen, daß wir uns als Heuchler hinstellen sollen, daß wir aus schwarz weiß machen sollen, daß wir etwas entschuldigen sollen, das wir nach unserer Überzeugung nicht entschuldigen können und nicht entschuldigen dürfen!	Man muß sich also unter die Zensur irgendeines Mannes stellen, der dieses Amt hat; ob er den Verstand dazu hat, ist etwas anderes.	
Wir kommen jetzt zur Abstimmung über den Antrag auf Überweisung des Etatsentwurfs und der vorliegenden Gesetzentwürfe an die Budgetkommission beziehungsweise an eine besondere Kommission von 28 Mitgliedern.	Die Verbrauchssteuer ist das Mittel in der Steuerfrage, das arbeitende Volk, die armen Leute auszupumpen, sie zu benachteiligen gegenüber den Reichen.	
Der Etat hat seine formelle Bedeutung darin, daß er die Unterlagen, ich möchte sagen: die Titel für die Verwaltung der Einnahmen und Ausgaben schafft; darüber hinaus geht freilich die Bedeutung der Frage, wie man Einnahmen und Ausgaben zu balancieren gedenkt.	Der russische Riese überall weit in sein Land zurück- gedrängt, der Weg nach dem Balkan geöffnet und gesichert, beides mit Hilfe treuer und tapferer Verbündeter, die immer wiederholten Angriffe gewaltiger Übermacht gegen unsere in Feindesland stehende Mauer im Westen stets von neuem an unserer eigenen Kraft zerschellt.	
Der Herr Schatzsekretär wies gestern darauf hin, daß dieses hohe Haus wohl stolz sei auf die Schöpfung, die es in der Zuwachssteuer des Jahres 1913 der Steuer- geschichte einverleibt hat.	Die Vertreter der anderen Parteien und zu meinem Bedauern auch der Redner der freisinnigen Partei führen an, daß der Krieg keine Gelegenheit sei, aus den Erb- schaften eine größere Einnahme für das Reich zu ziehen.	
Jetzt ent- schließt sich der Entwurf, das Gebiet der Gesellschafts- steuer zu betreten.	Wenn das Haus der Ansicht ist, daß das gegen die Verabredung verstößt, so will ich mich dem fügen und nur noch einmal erklären, daß die Absicht meiner Ausführungen nichts weiter war, als jenen Angriff als unberechtigt zurückzuweisen.	
In dieser schweren Zeit darf man an solchen Steuerquellen nicht vorbeigehen.	Er hat daraus gefolgert: daher müssen wir die Mittel bewilligen.	
"„Opfer bringen"", das ist die Aufschrift, die über der Pforte zu den neuen Steuervorlagen steht."	Die Verbrauchssteuer ist das Mittel in der Steuerfrage, das arbeitende Volk, die armen Leute auszupumpen, sie zu benachteiligen gegenüber den Reichen.	
Sie wird dafür sorgen, daß ihr das Recht gegeben wird, das sie zu beanspruchen hat, und das sie sich jetzt mit Strömen von Blut erkaufen muß.	Wenn der Herr Staatssekretär die Zeit finden könnte, sich einmal des näheren über die Stellung unserer Partei zur Steuerfrage zu unterrichten, dann würde er finden, daß diese Kenntnis kein neues Licht ist, das uns da angekündet worden ist, sondern daß wir dieser Erkenntnis schon lange waren, daß wir auf Grund dieser Erkenntnis unsere Beschlüsse auf dem Parteitage gefaßt haben.	
Wenn er die ganze Steuerhoheit und die gesamten direkten Steuern dem Reiche übertragen will, so muß er sich darüber klar sein, daß mit der Finanzhoheit der Einzelstaaten auch die staat-liche Selbständigkeit derselben in die Brüche gehen würde.	"Wollen Sie aber bestreiten, daß wir auch jetzt in der Lage wären, noch 500 Millionen Mark aufzubringen, ohne daß wir die reichen Leute „zu sehr"" belasten?"	
Wir werden auch auf diesem Gebiete das volle Recht für das arbeitende Volk verlangen.	Wenn der Herr Redner der Sozialdemokraten gesagt hat, die Erwägung, man dürfe den deutschen Unternehmergeist nicht strangulieren, sei mehr oder weniger eine Phrase, so muß ich dem entgegenhalten: die gewaltigen Leistungen der deutschen Landwirtschaft und Industrie, des deutschen Handels in diesem Kriege, die uns neben den herrlichen Waffentaten unserer Truppen den Sieg verbürgen, liegen doch zu klar zutage, als daß eine solche Behauptung ge- rechtfertigt wäre.	
— So weit, daß in diesen Fällen höhere Steuern erhoben werden sollen, wollen auch wir nicht gehen.	Wenn der Herr Staatssekretär die Zeit finden könnte, sich einmal des näheren über die Stellung unserer Partei zur Steuerfrage zu unterrichten, dann würde er finden, daß diese Kenntnis kein neues Licht ist, das uns da angekündet worden ist, sondern daß wir dieser Erkenntnis schon lange waren, daß wir auf Grund dieser Erkenntnis unsere Beschlüsse auf dem Parteitage gefaßt haben.	
Ich meinerseits kann nicht mit einem so ganz un- begrenzten Optimismus den voraussichtlichen Ertrag der Steuer beurteilen.	"„Opfer bringen"", das ist die Aufschrift, die über der Pforte zu den neuen Steuervorlagen steht."	
Während die Bankdirektoren ihr Einkommen in Scheffeln erhalten, wird es den Arbeitern in Teelöffelrationen zugemessen.	Es ist, als ob diese gewaltige Zeit, dieser Weltbrand immer neue Kräfte in unseren Truppen hervorriefe und wachsen ließe, auch in ihren Führern, denen wir unbe- schränktes Vertrauen zollen, die über alles Lob erhaben sind.	
Der russische Riese überall weit in sein Land zurück- gedrängt, der Weg nach dem Balkan geöffnet und gesichert, beides mit Hilfe treuer und tapferer Verbündeter, die immer wiederholten Angriffe gewaltiger Übermacht gegen unsere in Feindesland stehende Mauer im Westen stets von neuem an unserer eigenen Kraft zerschellt.	Bei den Telephongebühren werden wir die alten Schmerzen vor- zubringen haben, die wir schon bei früheren Gelegenheiten immer vertreten haben, daß nämlich auf dem Lande das Telephon für weitaus höhere Gebühren weitaus weniger leistet als in den großen Städten.	
Auch meine Freunde stehen durchaus auf dem Standpunkt, daß der Besitz die Opfer bringen muß, die für das Vaterland notwendig sind, daß der Reiche entsprechend seiner größeren Leistungsfähigkeit nicht nur dem absoluten Betrage nach mehr, sondern auch einen ver- hältnismäßig größeren Teil seines Einkommens für die öffentlichen Zwecke hingeben muß.	Die Gründe liegen auf der Hand und sind auch für mich (B) durchschlagend.	
Man hat seinerzeit die indirekten Steuern empfohlen, weil das dumme Volk nicht merke, wie es dabei über den Löffel barbiert wird.	Auch wir haben es erkannt, daß Großadmiral v. Tirpitz es gewesen ist, der unserem Volke neue Bahnen gewiesen hat.	
Wir stehen nicht nur in dem größten aller Weltkriege, wir stehen auch in einem erbitterten, konsequent und groß durchge- führten Wirtschaftskriege.	Sie wird dafür sorgen, daß ihr das Recht gegeben wird, das sie zu beanspruchen hat, und das sie sich jetzt mit Strömen von Blut erkaufen muß.	
Weil das nicht geschehen ist, weil Sie also so schwer ge- sündigt haben, meine Herren von den bürgerlichen Parteien, deshalb ist der Zustand so traurig, und deshalb ist jedes Blatt in unserer Finanzgeschichte so unbefriedigend.	Und was mutet uns der Herr Staatssekretär jetzt zu, wenn wir nicht sein Mißfallen erregen wollen?	
